step,policy_arm_delta,command_arm_delta,observed_arm_delta,policy_gripper_delta,command_gripper_delta,observed_gripper_delta,command_arm_delta_change,command_gripper_delta_change,command_follow_error_arm,command_follow_error_gripper,target_period_sec,step_elapsed_sec,control_overrun
56,0.2960556745529175,0.015000000596046448,0.004104927182197571,0.0,0.0,0.0,0.003999948501586914,0.0,0.011727452278137207,0.0,0.04,0.059132032999514195,True
57,0.2919507324695587,0.015000000596046448,0.004217386245727539,0.0,0.0,0.0,0.003999948501586914,0.0,0.011719703674316406,0.0,0.04,0.05588217700005771,True
58,0.28852981328964233,0.015000000596046448,0.0036163330078125,0.0,0.0,0.0,0.003999948501586914,0.0,0.01162731647491455,0.0,0.04,0.05555770199953258,True
59,0.28504303097724915,0.015000000596046448,0.004045724868774414,0.0,0.0,0.0,0.0034317970275878906,0.0,0.011461377143859863,0.0,0.04,0.0556904269997176,True
60,0.2814074158668518,0.015000000596046448,0.0038230419158935547,0.0,0.0,0.0,0.0014365911483764648,0.0,0.011579513549804688,0.0,0.04,0.0556231549999211,True
61,0.27796605229377747,0.015000000596046448,0.0030575990676879883,0.0,0.0,0.0,0.0008771419525146484,0.0,0.01203465461730957,0.0,0.04,0.0486633439995785,True
62,0.2749384939670563,0.015000000596046448,0.003947854042053223,0.0,0.0,0.0,0.0004928112030029297,0.0,0.011211514472961426,0.0,0.04,0.05962284700035525,True
63,0.27111876010894775,0.015000000596046448,0.0034755468368530273,0.0,0.0,0.0,0.0005382299423217773,0.0,0.011602699756622314,0.0,0.04,0.05460243499965145,True
64,0.2677214741706848,0.015000000596046448,0.003137350082397461,0.0,0.0,0.0,0.0027892589569091797,0.0,0.011870577931404114,0.0,0.04,0.052748760000213224,True
65,0.2645920515060425,0.015000000596046448,0.003860190510749817,0.0,0.0,0.0,0.0030988454818725586,0.0,0.011148333549499512,0.0,0.04,0.059893233999900986,True
66,0.26073184609413147,0.015000000596046448,0.0036240816116333008,0.0,0.0,0.0,0.0031626224517822266,0.0,0.011381477117538452,0.0,0.04,0.058597899000233156,True
67,0.25711333751678467,0.015000000596046448,0.0038815736770629883,0.0,0.0,0.0,0.0015518665313720703,0.0,0.011120438575744629,0.0,0.04,0.06420046199946228,True
68,0.25323283672332764,0.015000000596046448,0.004296138882637024,0.0,0.0,0.0,0.0010629892349243164,0.0,0.010705828666687012,0.0,0.04,0.06754090600043128,True
69,0.2489366978406906,0.015000000596046448,0.004136323928833008,0.0,0.0,0.0,0.0008513927459716797,0.0,0.010865762829780579,0.0,0.04,0.06790297899988218,True
70,0.24480246007442474,0.015000000596046448,0.004034563899040222,0.0,0.0,0.0,0.0027379989624023438,0.0,0.010965585708618164,0.0,0.04,0.06326001599973097,True
71,0.24076789617538452,0.015000000596046448,0.004688069224357605,0.0,0.0,0.0,0.003999948501586914,0.0,0.010312080383300781,0.0,0.04,0.071556234000127,True
72,0.23607982695102692,0.015000000596046448,0.004218935966491699,0.0,0.0,0.0,0.003503084182739258,0.0,0.010781705379486084,0.0,0.04,0.06864087499980087,True
73,0.07123863697052002,0.01100003719329834,0.003868997097015381,0.012640058994293213,0.012640058994293213,0.012640058994293213,0.0040000006556510925,0.012640058994293213,0.007131218910217285,0.0,0.04,0.060417173999667284,True
74,0.08789482712745667,0.015000000596046448,0.002871274948120117,0.001517951488494873,0.001517951488494873,0.001517951488494873,0.0040000006556510925,0.011935114860534668,0.012128859758377075,0.0,0.04,0.05880945700027951,True
75,0.17890827357769012,0.015000000596046448,0.003404855728149414,0.0026127099990844727,0.0026127099990844727,0.0026127099990844727,0.0040000006556510925,0.003746211528778076,0.011595264077186584,0.0,0.04,0.058815845999561134,True
76,0.23322369158267975,0.015000000596046448,0.004690900444984436,0.0017122626304626465,0.0017122626304626465,0.0017122626304626465,0.003999948501586914,0.00394052267074585,0.011947035789489746,0.0,0.04,0.05561839300025895,True
77,0.2812352776527405,0.015000000596046448,0.003751695156097412,0.006044626235961914,0.006044626235961914,0.006044626235961914,0.003999999724328518,0.006827056407928467,0.012152791023254395,0.0,0.04,0.05165803500040056,True
78,0.3694157600402832,0.015000000596046448,0.003920316696166992,0.005562901496887207,0.005562901496887207,0.005562901496887207,0.003999948501586914,0.011607527732849121,0.011629864573478699,0.0,0.04,0.05241516100068111,True
79,0.36604565382003784,0.015000000596046448,0.004052400588989258,0.0,0.0,0.0,0.003999948501586914,0.005562901496887207,0.011443614959716797,0.0,0.04,0.05909299300037674,True
80,0.3619932532310486,0.015000000596046448,0.0038857460021972656,0.0,0.0,0.0,0.003999948501586914,0.0,0.011979937553405762,0.0,0.04,0.05250949299988861,True
81,0.3589731752872467,0.015000000596046448,0.0038646459579467773,0.0,0.0,0.0,0.003999948501586914,0.0,0.011241644620895386,0.0,0.04,0.05920022899954347,True
82,0.35521483421325684,0.015000000596046448,0.0035704076290130615,0.0,0.0,0.0,0.0016264915466308594,0.0,0.011572718620300293,0.0,0.04,0.05591653499959648,True
83,0.3516444265842438,0.015000000596046448,0.004000186920166016,0.0,0.0,0.0,0.0032883882522583008,0.0,0.0113983154296875,0.0,0.04,0.05959086499933619,True
84,0.348042756319046,0.015000000596046448,0.0035539865493774414,0.0,0.0,0.0,0.003999948501586914,0.0,0.011473894119262695,0.0,0.04,0.055726376000166056,True
85,0.3444910943508148,0.015000000596046448,0.0035004615783691406,0.0,0.0,0.0,0.002625107765197754,0.0,0.011536002159118652,0.0,0.04,0.05579200000011042,True
86,0.34099066257476807,0.015000000596046448,0.003606557846069336,0.0,0.0,0.0,0.0008904933929443359,0.0,0.011451542377471924,0.0,0.04,0.05614095700002508,True
87,0.33744221925735474,0.01499999314546585,0.0035026371479034424,0.0,0.0,0.0,0.0006430149078369141,0.0,0.011517882347106934,0.0,0.04,0.0554134249996423,True
88,0.3339395821094513,0.01499999314546585,0.0037332773208618164,0.0,0.0,0.0,0.002369523048400879,0.0,0.011272929608821869,0.0,0.04,0.05907459300033224,True
89,0.3302076458930969,0.01499999314546585,0.003228612244129181,0.0,0.0,0.0,0.0037332773208618164,0.0,0.011780112981796265,0.0,0.04,0.051720381999984966,True
90,0.32698777318000793,0.014999985694885254,0.0035361051559448242,0.0,0.0,0.0,0.0032199621200561523,0.0,0.011467009782791138,0.0,0.04,0.056109471999661764,True
91,0.3234516680240631,0.015000000596046448,0.0040269941091537476,0.0,0.0,0.0,0.0026602745056152344,0.0,0.010973453521728516,0.0,0.04,0.06397673599985865,True
92,0.31942513585090637,0.015000000596046448,0.004276305437088013,0.0,0.0,0.0,0.0013557672500610352,0.0,0.010725975036621094,0.0,0.04,0.0713906009996208,True
93,0.31515106558799744,0.015000000596046448,0.004147768020629883,0.0,0.0,0.0,0.001063227653503418,0.0,0.010854020714759827,0.0,0.04,0.06791474500005279,True
94,0.31100332736968994,0.015000000596046448,0.0043317824602127075,0.0,0.0,0.0,0.0007392168045043945,0.0,0.010669052600860596,0.0,0.04,0.06748118899940891,True
95,0.3066723942756653,0.015000000596046448,0.004092574119567871,0.0,0.0,0.0,0.0005502700805664062,0.0,0.010907799005508423,0.0,0.04,0.06355469099980837,True
96,0.30258020758628845,0.015000000596046448,0.00415349006652832,0.0,0.0,0.0,0.00038886070251464844,0.0,0.010846972465515137,0.0,0.04,0.06458315100007894,True
97,0.13604116439819336,0.015000000596046448,0.004672199487686157,0.003277599811553955,0.003277599811553955,0.003277599811553955,0.0040000081062316895,0.003277599811553955,0.01032780110836029,0.0,0.04,0.07085331500002212,True
98,0.1248776912689209,0.015000000596046448,0.003726080060005188,0.0034639835357666016,0.0034639835357666016,0.0034639835357666016,0.0040000081062316895,0.0064858198165893555,0.01127392053604126,0.0,0.04,0.062601997999991,True
99,0.1514998972415924,0.015000000596046448,0.003921493887901306,0.005053162574768066,0.005053162574768066,0.005053162574768066,0.0040000081062316895,0.005325734615325928,0.011078506708145142,0.0,0.04,0.05574666200027423,True
100,0.17713730037212372,0.015000000596046448,0.003988191485404968,0.0032668709754943848,0.0032668709754943848,0.0032668709754943848,0.0040000081062316895,0.008320033550262451,0.012303739786148071,0.0,0.04,0.05938623699967138,True
101,0.23716041445732117,0.015000000596046448,0.004585057497024536,0.001375734806060791,0.001375734806060791,0.001375734806060791,0.003999999724328518,0.0018911361694335938,0.011537447571754456,0.0,0.04,0.05561512000076618,True
102,0.3255993723869324,0.015000000596046448,0.00408017635345459,0.005132794380187988,0.005132794380187988,0.005132794380187988,0.003999948501586914,0.006508529186248779,0.011128142476081848,0.0,0.04,0.05940582799939875,True
103,0.3217275142669678,0.015000000596046448,0.003337845206260681,0.0,0.0,0.0,0.003999948501586914,0.005132794380187988,0.011958509683609009,0.0,0.04,0.0518046150000373,True
104,0.3183896541595459,0.015000000596046448,0.0036058127880096436,0.0,0.0,0.0,0.003999948501586914,0.0,0.011685103178024292,0.0,0.04,0.051412913999229204,True
105,0.31507477164268494,0.015000000596046448,0.0041599273681640625,0.0,0.0,0.0,0.002068638801574707,0.0,0.011416494846343994,0.0,0.04,0.05619423000007373,True
106,0.3114514946937561,0.015000000596046448,0.003973603248596191,0.0,0.0,0.0,0.0033260583877563477,0.0,0.011588424444198608,0.0,0.04,0.05628394700033823,True
107,0.3079950213432312,0.015000000596046448,0.0037980079650878906,0.0,0.0,0.0,0.003433823585510254,0.0,0.011293873190879822,0.0,0.04,0.058872980999694846,True
108,0.30428892374038696,0.015000000596046448,0.0033926963806152344,0.0,0.0,0.0,0.0036041736602783203,0.0,0.011781185865402222,0.0,0.04,0.051820450000377605,True
109,0.3010414242744446,0.015000000596046448,0.0032960176467895508,0.0,0.0,0.0,0.002955913543701172,0.0,0.011740952730178833,0.0,0.04,0.052400329999727546,True
110,0.29777437448501587,0.015000000596046448,0.0038497447967529297,0.0,0.0,0.0,0.0018587112426757812,0.0,0.01116780936717987,0.0,0.04,0.058940244000041275,True
111,0.2939421832561493,0.015000000596046448,0.0029535293579101562,0.0,0.0,0.0,0.0010989904403686523,0.0,0.012092769145965576,0.0,0.04,0.04781048099994223,True
112,0.29102376103401184,0.015000000596046448,0.0029681921005249023,0.0,0.0,0.0,0.0006430149078369141,0.0,0.012037038803100586,0.0,0.04,0.04792341200027295,True
113,0.28805893659591675,0.015000000596046448,0.0036056041717529297,0.0,0.0,0.0,0.000519871711730957,0.0,0.011398270726203918,0.0,0.04,0.05624157300007937,True
114,0.2844572067260742,0.015000000596046448,0.003581523895263672,0.0,0.0,0.0,0.0004838705062866211,0.0,0.011429280042648315,0.0,0.04,0.05871789000048011,True
115,0.2808832824230194,0.015000000596046448,0.003099381923675537,0.0,0.0,0.0,0.00040340423583984375,0.0,0.01190185546875,0.0,0.04,0.05233249600041745,True
116,0.2777841091156006,0.015000000596046448,0.004532217979431152,0.0,0.0,0.0,0.0002740621566772461,0.0,0.01046966016292572,0.0,0.04,0.07098558100005903,True
117,0.27325376868247986,0.015000000596046448,0.0037702322006225586,0.0,0.0,0.0,0.0002903938293457031,0.0,0.011232703924179077,0.0,0.04,0.06461019699963799,True
118,0.2694852352142334,0.015000000596046448,0.004541277885437012,0.0,0.0,0.0,0.0001920461654663086,0.0,0.010459542274475098,0.0,0.04,0.07154613100010465,True
119,0.2649444341659546,0.015000000596046448,0.004631757736206055,0.0,0.0,0.0,0.0001609325408935547,0.0,0.010369271039962769,0.0,0.04,0.07125175100009074,True
120,0.2603135406970978,0.015000015497207642,0.0036329030990600586,0.0,0.0,0.0,0.00011789798736572266,0.0,0.01136767864227295,0.0,0.04,0.05887638599961065,True
121,0.25668084621429443,0.015000030398368835,0.004548192024230957,0.0,0.0,0.0,7.343292236328125e-05,0.0,0.01045207679271698,0.0,0.04,0.06813920900003723,True
122,0.04170215129852295,0.01100003719329834,0.0038559436798095703,0.002988874912261963,0.002988874912261963,0.002988874912261963,0.0040000081062316895,0.002988874912261963,0.007144331932067871,0.0,0.04,0.06050547599988931,True
123,0.09036369621753693,0.015000000596046448,0.00250418484210968,0.0025734305381774902,0.0025734305381774902,0.0025734305381774902,0.0040000081062316895,0.0010793209075927734,0.012495875358581543,0.0,0.04,0.056851188999644364,True
124,0.13849610090255737,0.014999985694885254,0.003278374671936035,0.0011324882507324219,0.0011324882507324219,0.0011324882507324219,0.003999948501586914,0.003705918788909912,0.011721670627593994,0.0,0.04,0.0577368310005113,True
125,0.1766510009765625,0.014999985694885254,0.004582196474075317,0.0007369518280029297,0.0007369518280029297,0.0007369518280029297,0.004000000189989805,0.0003955364227294922,0.011729955673217773,0.0,0.04,0.055290324999987206,True
126,0.25523391366004944,0.014999985694885254,0.004322648048400879,0.0007071495056152344,0.0007071495056152344,0.0007071495056152344,0.0040000006556510925,0.0008436441421508789,0.011796921491622925,0.0,0.04,0.05992256500030635,True
127,0.3386092782020569,0.014999985694885254,0.0039484500885009766,0.005823910236358643,0.005823910236358643,0.005823910236358643,0.0040000006556510925,0.005930602550506592,0.011492729187011719,0.0,0.04,0.05490275099964492,True
128,0.33510202169418335,0.014999985694885254,0.003541111946105957,0.0,0.0,0.0,0.003999948501586914,0.005823910236358643,0.011458903551101685,0.0,0.04,0.052048446999833686,True
129,0.3315609097480774,0.014999985694885254,0.0036783218383789062,0.0,0.0,0.0,0.003999948501586914,0.0,0.011516720056533813,0.0,0.04,0.05509071599954041,True
130,0.32807764410972595,0.014999985694885254,0.0035070478916168213,0.0,0.0,0.0,0.003999948501586914,0.0,0.01149296760559082,0.0,0.04,0.05641195099997276,True
131,0.3245706260204315,0.014999985694885254,0.0037393271923065186,0.0,0.0,0.0,0.0032657384872436523,0.0,0.01149141788482666,0.0,0.04,0.059256645000459685,True
132,0.320831298828125,0.014999985694885254,0.0037412643432617188,0.0,0.0,0.0,0.0012578964233398438,0.0,0.011799871921539307,0.0,0.04,0.051938282000264735,True
133,0.31763118505477905,0.014999985694885254,0.003985166549682617,0.0,0.0,0.0,0.0006303787231445312,0.0,0.011460453271865845,0.0,0.04,0.0547296839995397,True
134,0.31409165263175964,0.014999985694885254,0.003556191921234131,0.0,0.0,0.0,0.000536799430847168,0.0,0.011526107788085938,0.0,0.04,0.056423694999466534,True
135,0.3105354607105255,0.014999985694885254,0.003623485565185547,0.0,0.0,0.0,0.0004216432571411133,0.0,0.011548340320587158,0.0,0.04,0.054991760999655526,True
136,0.3070838153362274,0.014999985694885254,0.003362417221069336,0.0,0.0,0.0,0.0029129981994628906,0.0,0.011726826429367065,0.0,0.04,0.05172582999966835,True
137,0.30381065607070923,0.014999985694885254,0.003284543752670288,0.0,0.0,0.0,0.003362417221069336,0.0,0.011715441942214966,0.0,0.04,0.05192893000003096,True
138,0.30052611231803894,0.014999985694885254,0.003500908613204956,0.0,0.0,0.0,0.002706766128540039,0.0,0.011499077081680298,0.0,0.04,0.055410353999832296,True
139,0.297025203704834,0.014999985694885254,0.003179401159286499,0.0,0.0,0.0,0.001567244529724121,0.0,0.011820584535598755,0.0,0.04,0.052568917999451514,True
140,0.2938458025455475,0.014999985694885254,0.0034803152084350586,0.0,0.0,0.0,0.0009104013442993164,0.0,0.011519670486450195,0.0,0.04,0.05577172299945232,True
141,0.2903654873371124,0.014999985694885254,0.004677176475524902,0.0,0.0,0.0,0.0007637739181518555,0.0,0.010322809219360352,0.0,0.04,0.0757319969998207,True
142,0.2856883108615875,0.014999985694885254,0.00416913628578186,0.0,0.0,0.0,0.0007799863815307617,0.0,0.010830849409103394,0.0,0.04,0.07074417999956495,True
143,0.28151917457580566,0.014999985694885254,0.0040475428104400635,0.0,0.0,0.0,0.0005356073379516602,0.0,0.01095244288444519,0.0,0.04,0.06428815800063603,True
144,0.2774716317653656,0.014999985694885254,0.0045472681522369385,0.0,0.0,0.0,0.0003542900085449219,0.0,0.010452747344970703,0.0,0.04,0.06699852499968983,True
145,0.27292436361312866,0.015000015497207642,0.004466593265533447,0.0,0.0,0.0,0.00028264522552490234,0.0,0.010533422231674194,0.0,0.04,0.07173467600023287,True
146,0.2684577703475952,0.015000015497207642,0.004024088382720947,0.0,0.0,0.0,0.00022101402282714844,0.0,0.010975927114486694,0.0,0.04,0.06413582200002566,True
147,0.044868260622024536,0.014999985694885254,0.0040235817432403564,0.008031964302062988,0.008031964302062988,0.008031964302062988,0.0040000081062316895,0.008031964302062988,0.010976403951644897,0.0,0.04,0.05965483099953417,True
148,0.1250278651714325,0.014999985694885254,0.003710240125656128,0.0012097954750061035,0.0012097954750061035,0.0012097954750061035,0.003999978303909302,0.007438302040100098,0.012336552143096924,0.0,0.04,0.05439586899956339,True
149,0.16955187916755676,0.014999985694885254,0.0033505260944366455,0.004620254039764404,0.004620254039764404,0.004620254039764404,0.003999948501586914,0.004026591777801514,0.012612998485565186,0.0,0.04,0.052592302999983076,True
150,0.22594207525253296,0.014999985694885254,0.004949748516082764,0.000415802001953125,0.000415802001953125,0.000415802001953125,0.003999948501586914,0.005036056041717529,0.011101305484771729,0.0,0.04,0.058516958999462076,True
151,0.25190967321395874,0.014999985694885254,0.0034704506397247314,0.005823314189910889,0.005823314189910889,0.005823314189910889,0.004000000189989805,0.005407512187957764,0.012071073055267334,0.0,0.04,0.056035348000477825,True
152,0.2844957411289215,0.014999985694885254,0.0038334131240844727,0.0076628923416137695,0.0076628923416137695,0.0076628923416137695,0.0040000006556510925,0.013486206531524658,0.011400282382965088,0.0,0.04,0.059662167000169575,True
153,0.2807823717594147,0.014999985694885254,0.004505276679992676,0.0,0.0,0.0,0.003999999724328518,0.0076628923416137695,0.011188775300979614,0.0,0.04,0.05974426500051777,True
154,0.27697116136550903,0.014999985694885254,0.004000425338745117,0.0,0.0,0.0,0.004000000189989805,0.0,0.011477053165435791,0.0,0.04,0.059694615999433154,True
